lattice diameter Temperature    PS
100.00    19.87   546.15   200.00
t(s)      gC/gcat/min     nm/s       CXFNum     coverage
2070.96388     0.00021     0.00284     0.00000     0.00000
2075.12509     0.00021     0.00284     0.00000     0.00000
2078.70142     0.00021     0.00285     0.00000     0.00000
2082.18446     0.00021     0.00285     0.00000     0.00000
2085.61479     0.00021     0.00285     0.00000     0.00000
2090.26536     0.00021     0.00285     0.00000     0.00000
2093.59544     0.00021     0.00285     0.00000     0.00000
2097.39954     0.00021     0.00285     0.00000     0.00000
2101.30019     0.00021     0.00285     0.00000     0.00000
2105.54635     0.00021     0.00285     0.00000     0.00000
2109.62735     0.00021     0.00285     0.00000     0.00000
2113.82548     0.00021     0.00284     0.00000     0.00000
2117.54464     0.00021     0.00285     0.00000     0.00000
2120.75609     0.00021     0.00285     0.00000     0.00000
2125.51004     0.00021     0.00284     0.00000     0.00000
2130.04990     0.00021     0.00284     0.00000     0.00000
2134.00505     0.00021     0.00284     0.00000     0.00000
2137.55233     0.00021     0.00284     0.00000     0.00000
2142.14216     0.00021     0.00284     0.00000     0.00000
2145.35808     0.00021     0.00284     0.00000     0.00000
2149.29828     0.00021     0.00284     0.00000     0.00000
2153.51497     0.00021     0.00284     0.00000     0.00000
2157.75705     0.00021     0.00284     0.00000     0.00000
2161.85433     0.00021     0.00284     0.00000     0.00000
2165.88973     0.00021     0.00284     0.00000     0.00000
2169.79664     0.00021     0.00284     0.00000     0.00000
2173.81638     0.00021     0.00284     0.00000     0.00000
2178.27444     0.00021     0.00284     0.00000     0.00000
2181.59873     0.00021     0.00284     0.00000     0.00000
2184.54997     0.00021     0.00284     0.00000     0.00000
2189.03615     0.00021     0.00284     0.00000     0.00000
2192.82549     0.00021     0.00284     0.00000     0.00000
2196.25056     0.00021     0.00284     0.00000     0.00000
2200.03528     0.00021     0.00284     0.00000     0.00000
2204.03071     0.00021     0.00284     0.00000     0.00000
2207.84387     0.00021     0.00284     0.00000     0.00000
2212.37252     0.00021     0.00284     0.00000     0.00000
2215.62129     0.00021     0.00284     0.00000     0.00000
2218.39517     0.00021     0.00284     0.00000     0.00000
2222.18501     0.00021     0.00284     0.00000     0.00000
2226.13845     0.00021     0.00284     0.00000     0.00000
2229.93394     0.00021     0.00284     0.00000     0.00000
2233.46480     0.00021     0.00284     0.00000     0.00000
2237.30234     0.00021     0.00285     0.00000     0.00000
2241.45660     0.00021     0.00284     0.00000     0.00000
2246.06688     0.00021     0.00284     0.00000     0.00000
2250.13993     0.00021     0.00284     0.00000     0.00000
2254.61381     0.00021     0.00284     0.00000     0.00000
2258.94733     0.00021     0.00284     0.00000     0.00000
2262.67668     0.00021     0.00284     0.00000     0.00000
2266.24760     0.00021     0.00284     0.00000     0.00000
2269.69907     0.00021     0.00284     0.00000     0.00000
2273.33330     0.00021     0.00284     0.00000     0.00000
2276.71092     0.00021     0.00284     0.00000     0.00000
2281.26882     0.00021     0.00284     0.00000     0.00000
2285.34638     0.00021     0.00284     0.00000     0.00000
2290.23656     0.00021     0.00284     0.00000     0.00000
2293.95135     0.00021     0.00284     0.00000     0.00000
2297.82284     0.00021     0.00284     0.00000     0.00000
2301.81841     0.00021     0.00284     0.00000     0.00000
2305.52191     0.00021     0.00284     0.00000     0.00000
2309.32235     0.00021     0.00284     0.00000     0.00000
2313.39696     0.00021     0.00284     0.00000     0.00000
2317.16314     0.00021     0.00284     0.00000     0.00000
2321.24529     0.00021     0.00284     0.00000     0.00000
2324.83795     0.00021     0.00284     0.00000     0.00000
2329.40226     0.00021     0.00284     0.00000     0.00000
2333.19870     0.00021     0.00284     0.00000     0.00000
2336.72541     0.00021     0.00284     0.00000     0.00000
2340.04529     0.00021     0.00284     0.00000     0.00000
2342.90525     0.00021     0.00284     0.00000     0.00000
2346.63516     0.00021     0.00284     0.00000     0.00000
2350.52882     0.00021     0.00284     0.00000     0.00000
2354.56808     0.00021     0.00284     0.00000     0.00000
2358.69830     0.00021     0.00284     0.00000     0.00000
2362.78328     0.00021     0.00284     0.00000     0.00000
2366.53093     0.00021     0.00284     0.00000     0.00000
2370.31807     0.00021     0.00284     0.00000     0.00000
2373.87523     0.00021     0.00284     0.00000     0.00000
2376.82698     0.00021     0.00284     0.00000     0.00000
2380.41097     0.00021     0.00284     0.00000     0.00000
2384.39419     0.00021     0.00284     0.00000     0.00000
2388.75014     0.00021     0.00284     0.00000     0.00000
2392.79456     0.00021     0.00284     0.00000     0.00000
2397.37601     0.00021     0.00284     0.00000     0.00000
2401.99251     0.00021     0.00284     0.00000     0.00000
2405.76733     0.00021     0.00284     0.00000     0.00000
2409.61216     0.00021     0.00284     0.00000     0.00000
2413.28604     0.00021     0.00284     0.00000     0.00000
2416.62635     0.00021     0.00284     0.00000     0.00000
2421.29117     0.00021     0.00284     0.00000     0.00000
2425.56626     0.00021     0.00284     0.00000     0.00000
2430.39856     0.00021     0.00284     0.00000     0.00000
2434.47163     0.00021     0.00284     0.00000     0.00000
2437.78400     0.00021     0.00284     0.00000     0.00000
2441.79337     0.00021     0.00284     0.00000     0.00000
2446.23906     0.00021     0.00284     0.00000     0.00000
2450.36446     0.00021     0.00284     0.00000     0.00000
2454.23974     0.00021     0.00284     0.00000     0.00000
2458.90553     0.00021     0.00284     0.00000     0.00000
2462.35548     0.00021     0.00284     0.00000     0.00000
2465.99839     0.00021     0.00284     0.00000     0.00000
2469.58516     0.00021     0.00284     0.00000     0.00000
2473.46037     0.00021     0.00284     0.00000     0.00000
2477.76446     0.00021     0.00284     0.00000     0.00000
2480.35242     0.00021     0.00284     0.00000     0.00000
2483.25079     0.00021     0.00284     0.00000     0.00000
2486.71832     0.00021     0.00284     0.00000     0.00000
2490.62070     0.00021     0.00284     0.00000     0.00000
2494.80755     0.00021     0.00284     0.00000     0.00000
2498.72667     0.00021     0.00284     0.00000     0.00000
2502.74806     0.00021     0.00284     0.00000     0.00000
2507.13044     0.00021     0.00284     0.00000     0.00000
2510.92111     0.00021     0.00284     0.00000     0.00000
2513.90832     0.00021     0.00284     0.00000     0.00000
2518.32586     0.00021     0.00284     0.00000     0.00000
2522.04008     0.00021     0.00284     0.00000     0.00000
2526.55312     0.00021     0.00284     0.00000     0.00000
2530.15344     0.00021     0.00284     0.00000     0.00000
2533.35081     0.00021     0.00284     0.00000     0.00000
2537.79719     0.00021     0.00284     0.00000     0.00000
2542.21402     0.00021     0.00284     0.00000     0.00000
2545.60850     0.00021     0.00284     0.00000     0.00000
2549.08097     0.00021     0.00284     0.00000     0.00000
2553.14839     0.00021     0.00284     0.00000     0.00000
2557.48173     0.00021     0.00284     0.00000     0.00000
2561.17959     0.00021     0.00284     0.00000     0.00000
2565.10780     0.00021     0.00284     0.00000     0.00000
2569.30034     0.00021     0.00284     0.00000     0.00000
2574.15295     0.00021     0.00284     0.00000     0.00000
2578.25274     0.00021     0.00284     0.00000     0.00000
2582.09898     0.00021     0.00284     0.00000     0.00000
2585.70884     0.00021     0.00284     0.00000     0.00000
2589.12644     0.00021     0.00284     0.00000     0.00000
2592.91336     0.00021     0.00284     0.00000     0.00000
2596.88074     0.00021     0.00284     0.00000     0.00000
2600.42260     0.00021     0.00284     0.00000     0.00000
2604.63701     0.00021     0.00284     0.00000     0.00000
2608.22685     0.00021     0.00284     0.00000     0.00000
2611.70645     0.00021     0.00284     0.00000     0.00000
2615.63802     0.00021     0.00284     0.00000     0.00000
2619.98423     0.00021     0.00284     0.00000     0.00000
2623.81609     0.00021     0.00284     0.00000     0.00000
2628.46145     0.00021     0.00284     0.00000     0.00000
2631.75861     0.00021     0.00284     0.00000     0.00000
2635.73880     0.00021     0.00284     0.00000     0.00000
2639.61506     0.00021     0.00284     0.00000     0.00000
2643.60553     0.00021     0.00284     0.00000     0.00000
2647.22599     0.00021     0.00284     0.00000     0.00000
2651.23722     0.00021     0.00284     0.00000     0.00000
2654.78112     0.00021     0.00284     0.00000     0.00000
2658.68558     0.00021     0.00284     0.00000     0.00000
2663.06306     0.00021     0.00284     0.00000     0.00000
2666.98341     0.00021     0.00284     0.00000     0.00000
2671.11419     0.00021     0.00284     0.00000     0.00000
2674.72428     0.00021     0.00284     0.00000     0.00000
2677.72105     0.00021     0.00284     0.00000     0.00000
2682.63897     0.00021     0.00284     0.00000     0.00000
2685.66194     0.00021     0.00284     0.00000     0.00000
2689.70323     0.00021     0.00284     0.00000     0.00000
2693.35230     0.00021     0.00284     0.00000     0.00000
2697.11341     0.00021     0.00284     0.00000     0.00000
2700.23559     0.00021     0.00284     0.00000     0.00000
2704.89733     0.00021     0.00284     0.00000     0.00000
2708.44632     0.00021     0.00284     0.00000     0.00000
2711.86694     0.00021     0.00284     0.00000     0.00000
2715.70927     0.00021     0.00284     0.00000     0.00000
2719.03791     0.00021     0.00284     0.00000     0.00000
2723.15844     0.00021     0.00284     0.00000     0.00000
2726.14072     0.00021     0.00284     0.00000     0.00000
2730.95176     0.00021     0.00284     0.00000     0.00000
2734.52105     0.00021     0.00284     0.00000     0.00000
2739.01306     0.00021     0.00284     0.00000     0.00000
2742.88728     0.00021     0.00284     0.00000     0.00000
2747.30278     0.00021     0.00284     0.00000     0.00000
2751.00041     0.00021     0.00284     0.00000     0.00000
2755.00327     0.00021     0.00284     0.00000     0.00000
2758.51243     0.00021     0.00284     0.00000     0.00000
2761.57499     0.00021     0.00284     0.00000     0.00000
2765.23885     0.00021     0.00284     0.00000     0.00000
2768.51382     0.00021     0.00284     0.00000     0.00000
2772.44255     0.00021     0.00284     0.00000     0.00000
2776.27790     0.00021     0.00284     0.00000     0.00000
2780.15794     0.00021     0.00284     0.00000     0.00000
2783.59305     0.00021     0.00284     0.00000     0.00000
2787.06454     0.00021     0.00284     0.00000     0.00000
2789.99261     0.00021     0.00284     0.00000     0.00000
2793.27676     0.00021     0.00284     0.00000     0.00000
2797.24321     0.00021     0.00284     0.00000     0.00000
2801.00533     0.00021     0.00284     0.00000     0.00000
2804.79045     0.00021     0.00284     0.00000     0.00000
2808.35297     0.00021     0.00285     0.00000     0.00000
2810.77365     0.00021     0.00285     0.00000     0.00000
2814.23203     0.00021     0.00285     0.00000     0.00000
2818.30455     0.00021     0.00285     0.00000     0.00000
2822.85309     0.00021     0.00285     0.00000     0.00000
2826.57212     0.00021     0.00285     0.00000     0.00000
2829.94442     0.00021     0.00285     0.00000     0.00000
2833.37199     0.00021     0.00285     0.00000     0.00000
2837.75753     0.00021     0.00285     0.00000     0.00000
2841.32586     0.00021     0.00285     0.00000     0.00000
2844.84993     0.00021     0.00285     0.00000     0.00000
2848.73388     0.00021     0.00285     0.00000     0.00000
2852.93819     0.00021     0.00285     0.00000     0.00000
2856.67132     0.00021     0.00285     0.00000     0.00000
2860.87087     0.00021     0.00285     0.00000     0.00000
2864.86656     0.00021     0.00285     0.00000     0.00000
2868.99101     0.00021     0.00285     0.00000     0.00000
2873.02091     0.00021     0.00285     0.00000     0.00000
2876.21367     0.00021     0.00285     0.00000     0.00000
2880.21221     0.00021     0.00285     0.00000     0.00000
2884.40050     0.00021     0.00285     0.00000     0.00000
2888.27106     0.00021     0.00285     0.00000     0.00000
2891.13041     0.00021     0.00285     0.00000     0.00000
2894.68709     0.00021     0.00285     0.00000     0.00000
2898.43944     0.00021     0.00285     0.00000     0.00000
2902.31284     0.00021     0.00285     0.00000     0.00000
2905.61667     0.00021     0.00285     0.00000     0.00000
2909.54536     0.00021     0.00285     0.00000     0.00000
2913.40161     0.00021     0.00285     0.00000     0.00000
2916.76912     0.00021     0.00285     0.00000     0.00000
2920.51178     0.00021     0.00285     0.00000     0.00000
2924.22342     0.00021     0.00285     0.00000     0.00000
2927.85967     0.00021     0.00285     0.00000     0.00000
2931.23991     0.00021     0.00285     0.00000     0.00000
2935.32552     0.00021     0.00285     0.00000     0.00000
2938.70378     0.00021     0.00285     0.00000     0.00000
2942.42079     0.00021     0.00285     0.00000     0.00000
2945.64724     0.00021     0.00285     0.00000     0.00000
2949.86698     0.00021     0.00285     0.00000     0.00000
2954.09324     0.00021     0.00285     0.00000     0.00000
2958.05687     0.00021     0.00285     0.00000     0.00000
2962.55849     0.00021     0.00285     0.00000     0.00000
2965.88277     0.00021     0.00285     0.00000     0.00000
2969.90714     0.00021     0.00285     0.00000     0.00000
2973.90058     0.00021     0.00285     0.00000     0.00000
2978.88617     0.00021     0.00285     0.00000     0.00000
2982.87863     0.00021     0.00285     0.00000     0.00000
2986.29725     0.00021     0.00285     0.00000     0.00000
2990.75938     0.00021     0.00285     0.00000     0.00000
2994.94979     0.00021     0.00285     0.00000     0.00000
2998.13491     0.00021     0.00285     0.00000     0.00000
3002.08494     0.00021     0.00285     0.00000     0.00000
3006.48924     0.00021     0.00285     0.00000     0.00000
3010.40176     0.00021     0.00285     0.00000     0.00000
3014.74681     0.00021     0.00285     0.00000     0.00000
3018.52841     0.00021     0.00285     0.00000     0.00000
3021.88598     0.00021     0.00285     0.00000     0.00000
3025.64145     0.00021     0.00285     0.00000     0.00000
3029.22475     0.00021     0.00285     0.00000     0.00000
3033.42764     0.00021     0.00285     0.00000     0.00000
3037.16674     0.00021     0.00285     0.00000     0.00000
3041.09130     0.00021     0.00285     0.00000     0.00000
3044.48829     0.00021     0.00285     0.00000     0.00000
3048.18018     0.00021     0.00285     0.00000     0.00000
3051.99543     0.00021     0.00285     0.00000     0.00000
3054.96481     0.00021     0.00285     0.00000     0.00000
3058.99705     0.00021     0.00285     0.00000     0.00000
3062.81304     0.00021     0.00285     0.00000     0.00000
3066.88930     0.00021     0.00285     0.00000     0.00000
3070.23529     0.00021     0.00285     0.00000     0.00000
3073.76402     0.00021     0.00285     0.00000     0.00000
3077.56346     0.00021     0.00285     0.00000     0.00000
3081.18153     0.00021     0.00285     0.00000     0.00000
3085.19570     0.00021     0.00285     0.00000     0.00000
3088.71546     0.00021     0.00285     0.00000     0.00000
3092.05023     0.00022     0.00285     0.00000     0.00000
3095.00679     0.00022     0.00285     0.00000     0.00000
3099.25245     0.00022     0.00285     0.00000     0.00000
3103.21543     0.00022     0.00285     0.00000     0.00000
3106.29626     0.00022     0.00285     0.00000     0.00000
3110.36624     0.00022     0.00285     0.00000     0.00000
3114.09994     0.00022     0.00285     0.00000     0.00000
3117.66804     0.00022     0.00285     0.00000     0.00000
3122.21272     0.00022     0.00285     0.00000     0.00000
3126.40262     0.00022     0.00285     0.00000     0.00000
3130.18843     0.00022     0.00285     0.00000     0.00000
3134.16009     0.00022     0.00285     0.00000     0.00000
3138.12529     0.00022     0.00285     0.00000     0.00000
3141.47126     0.00022     0.00285     0.00000     0.00000
3145.62146     0.00022     0.00285     0.00000     0.00000
3149.41756     0.00022     0.00285     0.00000     0.00000
3153.49527     0.00022     0.00285     0.00000     0.00000
3156.93153     0.00022     0.00285     0.00000     0.00000
3160.87791     0.00022     0.00285     0.00000     0.00000
3164.83124     0.00022     0.00285     0.00000     0.00000
3168.59289     0.00022     0.00285     0.00000     0.00000
3173.03784     0.00022     0.00285     0.00000     0.00000
3177.02815     0.00022     0.00285     0.00000     0.00000
3180.46853     0.00022     0.00285     0.00000     0.00000
3184.10588     0.00022     0.00285     0.00000     0.00000
3188.47679     0.00022     0.00285     0.00000     0.00000
3191.46183     0.00022     0.00285     0.00000     0.00000
3194.07977     0.00022     0.00286     0.00000     0.00000
3197.67470     0.00022     0.00286     0.00000     0.00000
3200.59967     0.00022     0.00286     0.00000     0.00000
3203.93398     0.00022     0.00286     0.00000     0.00000
3207.95024     0.00022     0.00286     0.00000     0.00000
3211.28566     0.00022     0.00286     0.00000     0.00000
3214.73163     0.00022     0.00286     0.00000     0.00000
3218.92757     0.00022     0.00286     0.00000     0.00000
3223.64157     0.00022     0.00286     0.00000     0.00000
3228.65369     0.00022     0.00286     0.00000     0.00000
3233.26505     0.00022     0.00286     0.00000     0.00000
3237.84569     0.00022     0.00286     0.00000     0.00000
3241.53463     0.00022     0.00286     0.00000     0.00000
3245.62651     0.00022     0.00286     0.00000     0.00000
3249.60512     0.00022     0.00285     0.00000     0.00000
3253.31550     0.00022     0.00285     0.00000     0.00000
3256.44867     0.00022     0.00286     0.00000     0.00000
3260.89160     0.00022     0.00285     0.00000     0.00000
3263.78726     0.00022     0.00286     0.00000     0.00000
3267.44842     0.00022     0.00286     0.00000     0.00000
3271.98015     0.00022     0.00286     0.00000     0.00000
3275.45408     0.00022     0.00286     0.00000     0.00000
3279.34443     0.00022     0.00286     0.00000     0.00000
3283.24784     0.00022     0.00286     0.00000     0.00000
3287.79209     0.00022     0.00285     0.00000     0.00000
3291.20495     0.00022     0.00286     0.00000     0.00000
3294.75023     0.00022     0.00286     0.00000     0.00000
3298.74338     0.00022     0.00286     0.00000     0.00000
3302.68275     0.00022     0.00286     0.00000     0.00000
3306.00862     0.00022     0.00286     0.00000     0.00000
3309.48669     0.00022     0.00286     0.00000     0.00000
3313.57237     0.00022     0.00286     0.00000     0.00000
3318.02092     0.00022     0.00286     0.00000     0.00000
3322.13257     0.00022     0.00286     0.00000     0.00000
3326.14545     0.00022     0.00286     0.00000     0.00000
3329.82529     0.00022     0.00286     0.00000     0.00000
3333.12986     0.00022     0.00286     0.00000     0.00000
3336.22066     0.00022     0.00286     0.00000     0.00000
3340.69328     0.00022     0.00286     0.00000     0.00000
3344.74936     0.00022     0.00286     0.00000     0.00000
3348.07315     0.00022     0.00286     0.00000     0.00000
3352.07119     0.00022     0.00286     0.00000     0.00000
3355.92332     0.00022     0.00286     0.00000     0.00000
3359.98636     0.00022     0.00286     0.00000     0.00000
3362.95040     0.00022     0.00286     0.00000     0.00000
3366.36883     0.00022     0.00286     0.00000     0.00000
3369.86252     0.00022     0.00286     0.00000     0.00000
3373.58662     0.00022     0.00286     0.00000     0.00000
3378.11983     0.00022     0.00286     0.00000     0.00000
3381.06666     0.00022     0.00286     0.00000     0.00000
3385.26996     0.00022     0.00286     0.00000     0.00000
3389.20215     0.00022     0.00286     0.00000     0.00000
3392.33569     0.00022     0.00286     0.00000     0.00000
3397.01492     0.00022     0.00286     0.00000     0.00000
3400.20169     0.00022     0.00286     0.00000     0.00000
3403.82699     0.00022     0.00286     0.00000     0.00000
3408.24284     0.00022     0.00286     0.00000     0.00000
3411.94598     0.00022     0.00286     0.00000     0.00000
3416.01414     0.00022     0.00286     0.00000     0.00000
3419.46346     0.00022     0.00286     0.00000     0.00000
3422.93377     0.00022     0.00286     0.00000     0.00000
3427.94673     0.00022     0.00286     0.00000     0.00000
3431.76080     0.00022     0.00286     0.00000     0.00000
3435.58757     0.00022     0.00286     0.00000     0.00000
3439.17561     0.00022     0.00286     0.00000     0.00000
3442.66608     0.00022     0.00286     0.00000     0.00000
3446.39562     0.00022     0.00286     0.00000     0.00000
3450.47107     0.00022     0.00286     0.00000     0.00000
3454.04312     0.00022     0.00286     0.00000     0.00000
3457.73160     0.00022     0.00286     0.00000     0.00000
3461.72324     0.00022     0.00286     0.00000     0.00000
3465.60604     0.00022     0.00286     0.00000     0.00000
3469.36636     0.00022     0.00286     0.00000     0.00000
3473.67002     0.00022     0.00286     0.00000     0.00000
3476.64854     0.00022     0.00286     0.00000     0.00000
3479.94961     0.00022     0.00286     0.00000     0.00000
3484.60028     0.00022     0.00286     0.00000     0.00000
3488.34968     0.00022     0.00286     0.00000     0.00000
3491.31678     0.00022     0.00286     0.00000     0.00000
3493.94554     0.00022     0.00286     0.00000     0.00000
3497.69776     0.00022     0.00286     0.00000     0.00000
3501.75526     0.00022     0.00286     0.00000     0.00000
3506.60954     0.00022     0.00286     0.00000     0.00000
3509.82452     0.00022     0.00286     0.00000     0.00000
3513.05288     0.00022     0.00286     0.00000     0.00000
3517.15068     0.00022     0.00286     0.00000     0.00000
3520.91686     0.00022     0.00286     0.00000     0.00000
3525.05163     0.00022     0.00286     0.00000     0.00000
3529.01551     0.00022     0.00286     0.00000     0.00000
3532.75881     0.00022     0.00286     0.00000     0.00000
3535.40270     0.00022     0.00286     0.00000     0.00000
3539.34126     0.00022     0.00286     0.00000     0.00000
3543.74540     0.00022     0.00286     0.00000     0.00000
3547.75882     0.00022     0.00286     0.00000     0.00000
3551.81507     0.00022     0.00286     0.00000     0.00000
3555.85460     0.00022     0.00286     0.00000     0.00000
3559.19922     0.00022     0.00286     0.00000     0.00000
3563.43269     0.00022     0.00286     0.00000     0.00000
3566.82149     0.00022     0.00286     0.00000     0.00000
3570.89074     0.00022     0.00286     0.00000     0.00000
3574.35417     0.00022     0.00286     0.00000     0.00000
3578.23228     0.00022     0.00286     0.00000     0.00000
3582.15682     0.00022     0.00286     0.00000     0.00000
3585.65546     0.00022     0.00286     0.00000     0.00000
3589.54675     0.00022     0.00286     0.00000     0.00000
3593.23919     0.00022     0.00286     0.00000     0.00000
3597.47194     0.00022     0.00286     0.00000     0.00000
3601.74502     0.00022     0.00286     0.00000     0.00000
3604.88282     0.00022     0.00286     0.00000     0.00000
3607.55857     0.00022     0.00286     0.00000     0.00000
3611.91922     0.00022     0.00286     0.00000     0.00000
3616.28086     0.00022     0.00286     0.00000     0.00000
3620.35566     0.00022     0.00286     0.00000     0.00000
3624.32805     0.00022     0.00286     0.00000     0.00000
3629.03488     0.00022     0.00286     0.00000     0.00000
3633.18920     0.00022     0.00286     0.00000     0.00000
3636.98838     0.00022     0.00286     0.00000     0.00000
3642.50498     0.00022     0.00286     0.00000     0.00000
3646.45546     0.00022     0.00286     0.00000     0.00000
3649.97409     0.00022     0.00286     0.00000     0.00000
3653.75135     0.00022     0.00286     0.00000     0.00000
3657.76018     0.00022     0.00286     0.00000     0.00000
3661.68703     0.00022     0.00286     0.00000     0.00000
3665.72360     0.00022     0.00286     0.00000     0.00000
3669.27761     0.00022     0.00286     0.00000     0.00000
3672.93210     0.00022     0.00286     0.00000     0.00000
3676.34471     0.00022     0.00286     0.00000     0.00000
3680.36313     0.00022     0.00286     0.00000     0.00000
3683.58551     0.00022     0.00286     0.00000     0.00000
3687.48644     0.00022     0.00286     0.00000     0.00000
3690.88004     0.00022     0.00286     0.00000     0.00000
3694.81932     0.00022     0.00286     0.00000     0.00000
3698.86427     0.00022     0.00286     0.00000     0.00000
3702.30017     0.00022     0.00286     0.00000     0.00000
3706.32689     0.00022     0.00286     0.00000     0.00000
3711.11673     0.00022     0.00286     0.00000     0.00000
3714.44116     0.00022     0.00286     0.00000     0.00000
3718.27682     0.00022     0.00286     0.00000     0.00000
3722.24833     0.00022     0.00286     0.00000     0.00000
3726.21564     0.00022     0.00286     0.00000     0.00000
3729.67202     0.00022     0.00286     0.00000     0.00000
3733.04326     0.00022     0.00286     0.00000     0.00000
3736.91505     0.00022     0.00286     0.00000     0.00000
3741.53800     0.00022     0.00286     0.00000     0.00000
3745.88528     0.00022     0.00286     0.00000     0.00000
3749.86134     0.00022     0.00286     0.00000     0.00000
3753.41334     0.00022     0.00286     0.00000     0.00000
3757.38826     0.00022     0.00286     0.00000     0.00000
3761.16245     0.00022     0.00286     0.00000     0.00000
3764.81741     0.00022     0.00286     0.00000     0.00000
3769.08583     0.00022     0.00286     0.00000     0.00000
3772.91265     0.00022     0.00286     0.00000     0.00000
3776.04771     0.00022     0.00286     0.00000     0.00000
3780.06745     0.00022     0.00286     0.00000     0.00000
3783.56219     0.00022     0.00286     0.00000     0.00000
3787.73777     0.00022     0.00286     0.00000     0.00000
3791.41932     0.00022     0.00286     0.00000     0.00000
3795.53493     0.00022     0.00286     0.00000     0.00000
3799.52443     0.00022     0.00286     0.00000     0.00000
3803.98775     0.00022     0.00286     0.00000     0.00000
3807.70118     0.00022     0.00286     0.00000     0.00000
3812.31394     0.00022     0.00286     0.00000     0.00000
3815.63527     0.00022     0.00286     0.00000     0.00000
3820.03765     0.00022     0.00286     0.00000     0.00000
3824.74379     0.00022     0.00286     0.00000     0.00000
3828.49930     0.00022     0.00286     0.00000     0.00000
3832.76373     0.00022     0.00286     0.00000     0.00000
3836.34950     0.00022     0.00286     0.00000     0.00000
3840.47340     0.00022     0.00286     0.00000     0.00000
3844.70202     0.00022     0.00286     0.00000     0.00000
3848.80608     0.00022     0.00286     0.00000     0.00000
3852.48726     0.00022     0.00286     0.00000     0.00000
3856.16302     0.00022     0.00286     0.00000     0.00000
3860.47728     0.00022     0.00285     0.00000     0.00000
3863.71136     0.00022     0.00286     0.00000     0.00000
3867.09116     0.00022     0.00286     0.00000     0.00000
3870.44736     0.00022     0.00286     0.00000     0.00000
3874.33905     0.00022     0.00286     0.00000     0.00000
3878.98386     0.00022     0.00286     0.00000     0.00000
3883.07681     0.00022     0.00286     0.00000     0.00000
3888.02173     0.00022     0.00285     0.00000     0.00000
3891.92943     0.00022     0.00285     0.00000     0.00000
3895.80689     0.00022     0.00285     0.00000     0.00000
3899.68935     0.00022     0.00286     0.00000     0.00000
3903.71531     0.00022     0.00285     0.00000     0.00000
3907.46020     0.00022     0.00286     0.00000     0.00000
3911.19378     0.00022     0.00286     0.00000     0.00000
3914.93180     0.00022     0.00286     0.00000     0.00000
3918.44172     0.00022     0.00286     0.00000     0.00000
3921.70292     0.00022     0.00286     0.00000     0.00000
3925.40240     0.00022     0.00286     0.00000     0.00000
3929.34897     0.00022     0.00286     0.00000     0.00000
3932.73497     0.00022     0.00286     0.00000     0.00000
3936.86022     0.00022     0.00286     0.00000     0.00000
3940.95100     0.00022     0.00286     0.00000     0.00000
3944.89985     0.00022     0.00286     0.00000     0.00000
3948.86576     0.00022     0.00286     0.00000     0.00000
3951.73496     0.00022     0.00286     0.00000     0.00000
3955.22726     0.00022     0.00286     0.00000     0.00000
3958.60872     0.00022     0.00286     0.00000     0.00000
3962.70751     0.00022     0.00286     0.00000     0.00000
3966.50272     0.00022     0.00286     0.00000     0.00000
3970.42170     0.00022     0.00286     0.00000     0.00000
3974.66092     0.00022     0.00286     0.00000     0.00000
3978.66768     0.00022     0.00286     0.00000     0.00000
3983.13726     0.00022     0.00286     0.00000     0.00000
3987.20554     0.00022     0.00286     0.00000     0.00000
3991.80492     0.00022     0.00286     0.00000     0.00000
3995.92210     0.00022     0.00286     0.00000     0.00000
3999.74741     0.00022     0.00286     0.00000     0.00000
4003.33479     0.00022     0.00286     0.00000     0.00000
4007.04165     0.00022     0.00286     0.00000     0.00000
4010.97255     0.00022     0.00286     0.00000     0.00000
4015.51283     0.00022     0.00285     0.00000     0.00000
4018.82484     0.00022     0.00285     0.00000     0.00000
4023.07436     0.00022     0.00285     0.00000     0.00000
4026.54643     0.00022     0.00285     0.00000     0.00000
4029.79328     0.00022     0.00286     0.00000     0.00000
4034.01646     0.00022     0.00285     0.00000     0.00000
4037.74526     0.00022     0.00285     0.00000     0.00000
4041.24714     0.00022     0.00286     0.00000     0.00000
4044.15793     0.00022     0.00286     0.00000     0.00000
4048.33731     0.00022     0.00286     0.00000     0.00000
4052.85273     0.00022     0.00286     0.00000     0.00000
4056.72454     0.00022     0.00286     0.00000     0.00000
4060.56124     0.00022     0.00286     0.00000     0.00000
4064.26721     0.00022     0.00286     0.00000     0.00000
4067.95078     0.00022     0.00286     0.00000     0.00000
4071.36163     0.00022     0.00286     0.00000     0.00000
4075.23352     0.00022     0.00286     0.00000     0.00000
4078.98041     0.00022     0.00286     0.00000     0.00000
4083.32004     0.00022     0.00286     0.00000     0.00000
4087.44561     0.00022     0.00286     0.00000     0.00000
4091.46653     0.00022     0.00286     0.00000     0.00000
4095.91537     0.00022     0.00285     0.00000     0.00000
4099.63272     0.00022     0.00285     0.00000     0.00000
4103.47633     0.00022     0.00285     0.00000     0.00000
4106.58040     0.00022     0.00286     0.00000     0.00000
4111.07687     0.00022     0.00286     0.00000     0.00000
4114.81444     0.00022     0.00285     0.00000     0.00000
4118.63393     0.00022     0.00285     0.00000     0.00000
4123.23432     0.00022     0.00285     0.00000     0.00000
4126.79602     0.00022     0.00285     0.00000     0.00000
